disaron:nom,disaron:nom_old,has_html_principal,has_html_secondaire,uid,html_principal,html_secondaire
Dos203,DOS203,true,false,d39d7cb1-4a17-4a25-b4bf-cebf1f99cd28,"<h1><span style=""color: #007f82"">Commission des Comptes de l'agriculture et de la nation du 16 d&eacute;cembre 2020</span></h1>
<p>&nbsp;</p>
<h2><span style=""color: #007f82"">Au sommaire du Dossier CCAN</span></h2>
<p>&nbsp;</p>
<h5 style=""margin-bottom: 0cm; line-height: 100%""><a title=""1. Les résultats économiques des exploitations agricoles en 2019"" href=""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/DOS203/1Pages%20de%20Dossier2020-3_CCAN_ChapitreI.pdf"" target=""_blank"" rel=""noopener""><span>1. Les r&eacute;sultats &eacute;conomiques des exploitations agricoles en 2019</span></a></h5>
<p>&nbsp;</p>
<h5 style=""margin-bottom: 0cm; line-height: 100%""><span><a title=""2. Le compte prévisionnel de l'agriculture en 2020"" href=""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/DOS203/2Pages%20de%20Dossier2020-3_CCAN_ChapitreII.pdf"" target=""_blank"" rel=""noopener"">2. Le compte pr&eacute;visionnel de l'agriculture en 2020</a></span></h5>
<p>&nbsp;</p>
<h5 style=""margin-bottom: 0cm; line-height: 100%""><span><a title=""3. Le compte social de l'agriculture prévisionnel pour 2020"" href=""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/DOS203/3Pages%20de%20Dossier2020-3_CCAN_ChapitreIII.pdf"" target=""_blank"" rel=""noopener"">3. Le compte social de l'agriculture pr&eacute;visionnel pour 2020</a></span></h5>
<p>&nbsp;</p>
<h5 style=""margin-bottom: 0cm; line-height: 100%""><span><a title=""ANNEXE 1. Compte-rendu des débats"" href=""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/DOS203/4Pages%20de%20Dossier2020-3_CCAN%20Definitif_CpteRenduD%C3%A9bats.pdf"" target=""_blank"" rel=""noopener"">ANNEXE 1. Compte-rendu des d&eacute;bats</a></span></h5>
<p>&nbsp;</p>
<h2><span style=""color: #007f82"">Les publications associ&eacute;es</span></h2>
<ul>
<li><a title=""Agreste Synthèses - Le bilan conjoncturel 2020 : des récoltes souvent en baisse, sous l’effet de la météo et des situations de marché très différenciées selon les produits et leur sensibilité au confinement"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/BilanConj2020/detail/"" target=""_blank"" rel=""noopener""><span><strong>Agreste Synth&egrave;ses</strong> - <strong>Le bilan conjoncturel 2020</strong> : des r&eacute;coltes souvent en baisse, sous l&rsquo;effet de la m&eacute;t&eacute;o et des situations de march&eacute; tr&egrave;s diff&eacute;renci&eacute;es selon les produits et leur sensibilit&eacute; au confinement</span></a></li>
</ul>
<p>&nbsp;</p>
<ul>
<li style=""line-height: 100%""><a title=""Agreste Primeur - Les résultats économiques des exploitations agricoles reculent légèrement en 2019"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Pri2007/detail/"" target=""_blank"" rel=""noopener""><span><strong>Agreste Primeur</strong> - Les r&eacute;sultats &eacute;conomiques des exploitations agricoles reculent l&eacute;g&egrave;rement en 2019</span></a></li>
</ul>
<p>&nbsp;</p>",
,RICA_METRO_SOC2017,true,false,bf0be2f0-6f76-414f-8500-3b2a9119fa62,"<p><strong><span style=""color: #007f82"">Avertissement</span></strong></p>
<p><span><strong>Ce tableau interactif n'est plus mise &agrave; jour.</strong><br /></span></p>
<p>Les s&eacute;ries longues portant sur le R&eacute;seau d'information comptable agricole (RICA) sont disponibles <a href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/RICA-SeriesLongues/detail/"">ICI</a>.</p>",
MemSta2023,MemSta2023,true,true,3164968c-3465-4473-96d9-d9ddb9e752d6,"<h2 style=""text-align: left"">&nbsp;</h2>
<p>&nbsp;&nbsp; &nbsp; &nbsp;&nbsp;&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","<p>--&gt; <a href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/MemSta2023-en/detail/"" target=""_blank"" rel=""noopener"">English version</a></p>"
MemSta2023-en,MemSta2023-en,true,true,d1d1cc82-617e-4c25-a6af-ef613e437b4a,"<h2 style=""text-align: left""><span style=""color: #007f82""><strong>&nbsp;</strong></span></h2>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","<p><a title=""Mémento de la statistique agricole 2023"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/MemSta2023/detail/"" target=""_blank"" rel=""noopener"">&nbsp;--&gt; Version fran&ccedil;aise</a></p>"
Rap2406,Rap2406,false,true,5154d1c4-765e-4f78-a47b-5b58579ae695,,"<p><br /><u>En savoir +</u> :</p>
<p><a class=""moz-txt-link-freetext"" href=""https://agriculture.gouv.fr/etude-risques-et-opportunites-pour-les-filieres-animales-francaises-et-europeennes-dans-la"">https://agriculture.gouv.fr/etude-risques-et-opportunites-pour-les-filieres-animales-francaises-et-europeennes-dans-la</a></p>
<p><a class=""moz-txt-link-freetext"" href=""https://agriculture.gouv.fr/mondalim-2030"">https://agriculture.gouv.fr/mondalim-2030</a></p>
<p><a class=""moz-txt-link-freetext"" href=""https://agriculture.gouv.fr/environnement-et-securite-alimentaire-le-cas-de-la-riziculture-vietnamienne-analyse-ndeg-193"">https://agriculture.gouv.fr/environnement-et-securite-alimentaire-le-cas-de-la-riziculture-vietnamienne-analyse-ndeg-193</a></p>
<p><a class=""moz-txt-link-freetext"" href=""https://agriculture.gouv.fr/normes-internationales-en-matiere-dagriculture-et-dalimentation-analyse-ndeg-190"">https://agriculture.gouv.fr/normes-internationales-en-matiere-dagriculture-et-dalimentation-analyse-ndeg-190</a><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Nes35A1/detail/""><br /></a></p>"
,Viz11,true,false,67726264-2b2a-4d71-b639-ab4efecef4b4,"<p><img src=""https://stats.national.agri/agreste-gestion/nxfile/default/1b708d3b-199b-4e07-99c4-2e8c981daafe/files:files/0/file/VizAgreste.JPG"" /></p>
<p><span>Vous &ecirc;tes </span></p>
<p><span>agriculteur, acteur de terrain ou charg&eacute; d'&eacute;tudes, journaliste ou &eacute;tudiant, vous recherchez des donn&eacute;es r&eacute;centes sur l'agriculture fran&ccedil;aise...</span></p>
<p><span>Viz'Agreste vous propose r&eacute;guli&egrave;rement de nouveaux r&eacute;cits.<br /></span></p>
<p><span>Vous trouverez sur Viz'Agreste des donn&eacute;es, des graphiques et des cartes sous une forme nouvelle et attractive de ""visualisation"" racontant chacune une histoire </span><span>issue de l'exploitation du Recensement agricole 2020 </span><span>ou d'autres sources statistiques, telles Pratiques culturales 2019 (Viticulture), 2018 (Arboriculture), 2017 (Grandes cultures) et Pratiques phytosanitaires 2018 (L&eacute;gumes), Fichier mont&eacute;es et descentes - ASP 2020.</span></p>",
Ana202,Ana202,false,true,d433978a-3a3c-42c1-abf8-6a0fc70854ce,,"<p><br /><u>En savoir + </u>: <br /><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana171/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana171/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana164/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana164/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/DOC-CEP13/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/DOC-CEP13/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/ANA97/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/ANA97/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2320/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2320/detail/</a></p>"
Chd2406,Chd2406,false,true,c2965a55-e520-4633-8af1-008bf8cf2675,,"<h1 id=""titre"" class=""policeTitreBloc""><span><a href=""https://agreste.agriculture.gouv.fr/agreste-web/download/methode/S-RICA/Questionnaire_RICA_2022_diffusion.pdf"" target=""_blank"" rel=""noopener""><span>Questionnaire d'enqu&ecirc;te du R&eacute;seau d&rsquo;information comptable agricole (RICA)</span></a></span></h1>"
Ana199,Ana199,false,true,3d9d8202-9f6e-4c8e-ba20-98af1b6599a6,,"<p><u><br />En savoir + </u>: <br /><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana163/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana163/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana145/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ana145/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Dos32/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Dos32/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/DOC-CEP15/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/DOC-CEP15/detail/</a><br /><a class=""moz-txt-link-freetext"" href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ouv201202/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/Ouv201202/detail/</a></p>"
MemSta2024,MemSta2024,true,true,f90c9066-e553-4cdc-ba68-7f62c8db7f1c,"<h2 style=""text-align: left"">&nbsp;</h2>
<p>&nbsp;&nbsp; &nbsp; &nbsp;&nbsp;&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","<p>--&gt; <a href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/MemSta2024-en/detail/"" target=""_blank"" rel=""noopener"">English version</a> </p>"
,R94Et2500,true,false,d9541be6-174a-4301-80fe-06db032896d5,"<p><strong><br />L&rsquo;agriculture Corse, &agrave; la crois&eacute;e des chemins...<br /></strong><br />En cinquante ans, le visage de l&rsquo;agriculture corse s&rsquo;est transform&eacute;. La structuration des fili&egrave;res a &eacute;t&eacute; engag&eacute;e avec de beaux succ&egrave;s (viticulture, agrumes), et la recherche de valeur ajout&eacute;e a permis l&rsquo;&eacute;mergence de nombreux signes officiels de qualit&eacute;. Parall&egrave;lement, sur les 2900 exploitations agricoles, 17 % ont fait le choix de l&rsquo;agriculture biologique (2ᵉ rang national) et 80 % vendent en circuits courts (1 er rang). Avec 342 millions d&rsquo;euros de productions, l&rsquo;agriculture corse ne repr&eacute;sente toutefois que 3 % du PIB de l&rsquo;&icirc;le. 80 % de la valeur des productions agricoles provient des fili&egrave;res v&eacute;g&eacute;tales, la viticulture en t&ecirc;te.<br />Pour autant, des difficult&eacute;s et des menaces continuent de peser sur l&rsquo;avenir de l&rsquo;agriculture corse, qui ne contribue qu&rsquo;&agrave; environ 4 % &agrave; la fourniture d&rsquo;aliments &agrave; la population locale. Les r&eacute;sultats &eacute;conomiques dans certaines fili&egrave;res restent modestes du fait du faible &eacute;quipement des exploitations. La population agricole vieillit dans les fili&egrave;res d&rsquo;&eacute;levage. La production de c&eacute;r&eacute;ales et de fourrages poursuit sa baisse. La probl&eacute;matique d&rsquo;acc&egrave;s au foncier freine l&rsquo;installation de nombreux jeunes agriculteurs y compris dans des fili&egrave;res cruciales (mara&icirc;chage). Les installations sont &agrave; nouveau orient&eacute;es &agrave; la baisse. Par ailleurs, les impacts du changement climatique sont d&rsquo;ores et d&eacute;j&agrave; perceptibles. Apr&egrave;s les s&eacute;cheresses des ann&eacute;es pr&eacute;c&eacute;dentes, les temp&ecirc;tes Ciaran et Domingos sont l&agrave; pour le rappeler en 2023, l&rsquo;adaptation des pratiques agricoles devient une n&eacute;cessit&eacute;.<br />Premi&egrave;re ann&eacute;e de mise en &oelig;uvre d&rsquo;une nouvelle politique agricole commune (PAC), 2023 aura &eacute;t&eacute; une ann&eacute;e de transition riche en actualit&eacute;s et en ajustements. Les aides ont tout de m&ecirc;me &eacute;t&eacute; revaloris&eacute;es dans le cadre du Plan Strat&eacute;gique National pour permettre le d&eacute;veloppement de productions de qualit&eacute;, y compris sur des sp&eacute;cificit&eacute;s corses.<br />En 2023, si les cultures embl&eacute;matiques arboricoles et viticoles ont continu&eacute; leur progression, enregistrant m&ecirc;me des niveaux de productions &eacute;lev&eacute;s, les fili&egrave;res animales ont connu plus de difficult&eacute;s : une nouvelle &eacute;pid&eacute;mie de fi&egrave;vre catarrhale ovine a frapp&eacute; la fili&egrave;re.</p>",
,SAANR_13,true,false,98fec376-b9ce-49f5-afff-8577a6a19c6a,"<p>&nbsp;</p>
<p><u><strong>Avertissement</strong></u> : les s&eacute;ries 2000-2020 de la Statistique agricole annuelle (SAA) diffus&eacute;es dans les tableaux interactifs sont les s&eacute;ries avant mise en coh&eacute;rence avec le recensement agricole (RA) 2020 et r&eacute;tropolation. Les s&eacute;ries mises en coh&eacute;rence avec le RA et r&eacute;tropol&eacute;es &agrave; partir de 2010 sont &agrave; privil&eacute;gier.</p>
<p>Cliquer sur le lien pour retrouver les s&eacute;ries longues &agrave; partir de 2010 : <a href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAA-SeriesLongues/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAA-SeriesLongues/detail/</a></p>",
,SAANR_12,true,false,fc73f01b-f94a-486c-b622-651c90d45118,"<p>&nbsp;</p>
<p><u><strong>Avertissement</strong></u> : les s&eacute;ries 2000-2020 de la Statistique agricole annuelle (SAA) diffus&eacute;es dans les tableaux interactifs sont les s&eacute;ries avant mise en coh&eacute;rence avec le recensement agricole (RA) 2020 et r&eacute;tropolation. Les s&eacute;ries mises en coh&eacute;rence avec le RA et r&eacute;tropol&eacute;es &agrave; partir de 2010 sont &agrave; privil&eacute;gier.</p>
<p>Cliquer sur le lien pour retrouver les s&eacute;ries longues &agrave; partir de 2010 : <a href=""https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAA-SeriesLongues/detail/"">https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAA-SeriesLongues/detail/</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><u><strong>&nbsp;</strong></u></p>
<p>&nbsp;</p>",
IraLai2098,IraLai2098,true,true,cf903b9c-f987-46c5-a468-d7d24d51dce3,"<p>&nbsp;</p>
<div id=""mailtorapidetoModal"" style=""z-index: 20002"">
<div id=""mailtorapidetoContentPopupModal"">
<div id=""mailtorapidetoModalPopupCloseMail"">&nbsp;</div>
<div id=""mailtorapidemodalMailPopupQuestion"">What do you want to do ?</div>
<a id=""mailtorapidebuttonNewApp""></a>New mail<button id=""mailtorapidecopyClipboard"">Copy</button><textarea id=""mailtorapideselectAreaText""></textarea></div>
</div>
<div><img /></div>
<div id=""mailtorapidetoModal"" style=""z-index: 20002"">
<div id=""mailtorapidetoContentPopupModal"">
<div id=""mailtorapidetoModalPopupCloseMail"">&nbsp;</div>
<div id=""mailtorapidemodalMailPopupQuestion"">What do you want to do ?</div>
<a id=""mailtorapidebuttonNewApp""></a>New mail<button id=""mailtorapidecopyClipboard"">Copy</button><textarea id=""mailtorapideselectAreaText""></textarea></div>
</div>
<div><img /></div>","<p>&nbsp;</p>
<div id=""mailtorapidetoModal"" style=""z-index: 20002"">
<div id=""mailtorapidetoContentPopupModal"">
<div id=""mailtorapidetoModalPopupCloseMail"">&nbsp;</div>
<div id=""mailtorapidemodalMailPopupQuestion"">What do you want to do ?</div>
<a id=""mailtorapidebuttonNewApp""></a>New mail<button id=""mailtorapidecopyClipboard"">Copy</button><textarea id=""mailtorapideselectAreaText""></textarea></div>
</div>
<div><img /></div>
<div id=""mailtorapidetoModal"" style=""z-index: 20002"">
<div id=""mailtorapidetoContentPopupModal"">
<div id=""mailtorapidetoModalPopupCloseMail"">&nbsp;</div>
<div id=""mailtorapidemodalMailPopupQuestion"">What do you want to do ?</div>
<a id=""mailtorapidebuttonNewApp""></a>New mail<button id=""mailtorapidecopyClipboard"">Copy</button><textarea id=""mailtorapideselectAreaText""></textarea></div>
</div>
<div><img /></div>"
BilanConj2018,BilanConj2018,true,false,5bb2af08-0c9e-44bd-9e54-3a920e295476,"<h2><span style=""color: #007f82"">En 2018, des r&eacute;coltes p&eacute;nalis&eacute;es par la m&eacute;t&eacute;o, &agrave; l&rsquo;exception de la viticulture </span></h2>
<p><span>L'ann&eacute;e 2018 se caract&eacute;rise par des <strong>contrastes m&eacute;t&eacute;orologiques</strong> importants. L&rsquo;hiver 2017-2018 est au 3e rang des hivers les plus pluvieux, marqu&eacute; par une vague de froid en f&eacute;vrier et mars. Le printemps, pluvieux et tr&egrave;s doux, a &eacute;t&eacute; suivi par un &eacute;t&eacute; sec, le plus chaud depuis 1900.</span></p>
<p><span>Les rendements des <strong>grandes cultures</strong>, particuli&egrave;rement pour les cultures d&rsquo;automne (betterave, ma&iuml;s, pomme de terre), reculent en 2018 sous l&rsquo;effet de la s&eacute;cheresse. Avec des surfaces en baisse pour les c&eacute;r&eacute;ales et les prot&eacute;agineux, en hausse pour les autres cultures, les r&eacute;coltes se replient en 2018. Pour les c&eacute;r&eacute;ales, &agrave; l&rsquo;exception de 2016, il s&rsquo;agit m&ecirc;me de la r&eacute;colte la plus faible depuis 2007. La qualit&eacute; est n&eacute;anmoins au rendez-vous et devrait permettre de satisfaire aux cahiers des charges internationaux. Sur les neuf premiers mois de 2018, les prix des c&eacute;r&eacute;ales fran&ccedil;aises augmentent sur un an : au 1er semestre 2018, la r&eacute;colte 2017, plut&ocirc;t moyenne en volume mais de bonne qualit&eacute; et comp&eacute;titive &agrave; l&rsquo;international avec la d&eacute;pr&eacute;ciation de l&rsquo;euro face au dollar, se commercialise &agrave; des prix sup&eacute;rieurs &agrave; ceux de 2017, dans un environnement mondial pourtant baissier. En seconde partie d&rsquo;ann&eacute;e, les perspectives de baisse quasi g&eacute;n&eacute;rale des disponibilit&eacute;s mondiales pour la campagne 2018‑2019 suite aux mauvaises r&eacute;coltes 2018 face &agrave; une demande ferme, acc&eacute;l&egrave;rent la progression des cours. Le march&eacute; des ol&eacute;oprot&eacute;agineux est plut&ocirc;t d&eacute;prim&eacute; malgr&eacute; un redressement des cours en d&eacute;but de nouvelle campagne.</span></p>
<p><span>Fortement p&eacute;nalis&eacute;es par les intemp&eacute;ries et parfois par la poursuite du recul des surfaces, les r&eacute;coltes de <strong>fruits et l&eacute;gumes</strong>, plus tardives qu&rsquo;en 2017, se contractent, favorisant la hausse des cours &agrave; la production (sauf tomates). Pour autant, le chiffre d&rsquo;affaires ne parvient pas toujours &agrave; d&eacute;passer celui de 2017 (abricot, cerise, tomate, courgette, salade, chou-fleur). La demande n&rsquo;est pas toujours au rendez-vous pour des produits m&eacute;t&eacute;o-sensibles et dont la qualit&eacute; est parfois m&eacute;diocre en raison de la m&eacute;t&eacute;o.</span></p>
<p><span>En 2018, la <strong>r&eacute;colte viticole</strong> fran&ccedil;aise se redresse apr&egrave;s celle historiquement basse de 2017. Malgr&eacute; le repli des exportations sur les neuf premiers mois de 2018 en raison des disponibilit&eacute;s limit&eacute;es en seconde partie de campagne 2017‑2018, les march&eacute;s ext&eacute;rieurs demeurent le segment dynamique de la demande. Les prix des vins sont tir&eacute;s &agrave; la hausse sur un an, surtout ceux des vins sans appellation. Malgr&eacute; des volumes qui s&rsquo;annoncent plus importants, propices &agrave; une certaine d&eacute;tente des march&eacute;s, les cours &agrave; la production pourraient se maintenir &eacute;lev&eacute;s avec des stocks de d&eacute;but de campagne limit&eacute;s.</span></p>
<p><span>En 2018, la production des principales <strong>fili&egrave;res animales</strong> rebondit (hormis les fili&egrave;res ovines et d&rsquo;oeufs de consommation). La fili&egrave;re porcine repart &agrave; la hausse apr&egrave;s le creux de 2017, b&eacute;n&eacute;ficiant d&rsquo;une demande europ&eacute;enne et mondiale ferme tandis que la fili&egrave;re canards gras se redresse apr&egrave;s deux ann&eacute;es d&rsquo;&eacute;pizootie aviaire. La d&eacute;capitalisation du cheptel laitier et allaitant se poursuit, malgr&eacute; une am&eacute;lioration des prix du lait, les difficult&eacute;s d&rsquo;affouragements ayant conduit certains &eacute;leveurs &agrave; envoyer leurs vaches &agrave; l&rsquo;abattoir. En revanche, les abattages de veaux de boucherie poursuivent leur recul tandis que les exportations de broutards sont moins soutenues faute d&rsquo;animaux dans les exploitations, malgr&eacute; le soutien de nos principaux march&eacute;s (demande italienne et alg&eacute;rienne). La fili&egrave;re ovine stabilise ses abattages destin&eacute;s au march&eacute; int&eacute;rieur mais exporte moins d&rsquo;ovins vivants dans un contexte de r&eacute;duction du cheptel reproducteur. La production de lait de vache devrait se rapprocher de celle de 2017, &agrave; l&rsquo;image des autres principaux exportateurs mondiaux qui voient leur production &eacute;galement frein&eacute;e par la s&eacute;cheresse responsable d&rsquo;un manque de fourrages.</span></p>
<p><span>Outre les probl&egrave;mes d&rsquo;affouragement qui pourraient se prolonger au-del&agrave; de 2018 et entra&icirc;ner des r&eacute;ductions de cheptels, les facteurs de fragilit&eacute; des principales fili&egrave;res animales demeurent : croissance des importations (sauf ovins) et baisse tendancielle de la consommation des m&eacute;nages &agrave; domicile, malgr&eacute; un rebond de la demande globale de porc, de bovins et de volaille qui pourrait s&rsquo;expliquer par le dynamisme de la consommation hors domicile. Enfin, apr&egrave;s une embellie sur les <strong>march&eacute;s fran&ccedil;ais des bovins, porcins et du lait</strong> depuis le second semestre 2016 &agrave; la faveur de march&eacute;s mondiaux mieux orient&eacute;s, les cours de la plupart des productions animales fl&eacute;chissent en 2018 sur les neuf premiers mois, &agrave; l&rsquo;exception des oeufs et du lait. En repli depuis ao&ucirc;t 2017, et au plus bas en France en d&eacute;but d&rsquo;ann&eacute;e, dans un contexte d&rsquo;offre mondiale soutenue et de pression exerc&eacute;e sur les cours europ&eacute;ens, les prix des porcins sont particuli&egrave;rement bas. Les prix des oeufs baissent pour retrouver les niveaux d&rsquo;avant la crise du Fipronil tout en restant sup&eacute;rieurs aux cours moyens dans un contexte de contraction de la production, apr&egrave;s le rebond de 2017. Les prix des produits laitiers b&eacute;n&eacute;ficient d&rsquo;une demande mondiale dynamique avec un march&eacute; du beurre toujours tendu, malgr&eacute; la hausse des fabrications, tandis que celui de la poudre de lait &eacute;cr&eacute;m&eacute; demeure d&eacute;prim&eacute;, en lien avec l&rsquo;abondance des stocks que la demande internationale ne parvient pas &agrave; r&eacute;sorber.</span></p>
<p><span>Par ailleurs, pour des volumes quasiment constants, le <strong>co&ucirc;t des aliments</strong> se stabilise en 2018 mais ne permet pas de compenser globalement le repli des cours &agrave; la production. Du fait de la s&eacute;cheresse, ce co&ucirc;t devrait s&rsquo;accro&icirc;tre sur la fin d&rsquo;ann&eacute;e et d&eacute;grader un peu plus les marges des &eacute;leveurs.</span></p>
<p><span>Plus g&eacute;n&eacute;ralement, les <strong>prix de l&rsquo;ensemble des moyens de production</strong> achet&eacute;s par les exploitants agricoles (Ipampa) sont en hausse sur un an (+ 2,9 %) pour la deuxi&egrave;me ann&eacute;e cons&eacute;cutive, principalement sous l&rsquo;effet de l&rsquo;accroissement sensible des prix de l&rsquo;&eacute;nergie et, &agrave; un moindre degr&eacute;, des engrais. Les livraisons d&rsquo;engrais repartent &agrave; la hausse, avec pour l&rsquo;azote, une augmentation des prix d&rsquo;achat pour la premi&egrave;re fois depuis 2014-2015.</span></p>
<p><span>Apr&egrave;s une premi&egrave;re partie d&rsquo;ann&eacute;e 2018 relativement stable, les <strong>prix de l&rsquo;ensemble des produits agricoles</strong>, mesur&eacute;s par l&rsquo;indice des prix des produits agricoles &agrave; la production, s&rsquo;infl&eacute;chissent &agrave; la hausse &agrave; la mi‑2018 pour se rapprocher des niveaux &eacute;lev&eacute;s de 2013. Sur les neuf premiers mois de 2018, avec des productions dans l&rsquo;ensemble limit&eacute;es ou en progression mod&eacute;r&eacute;e, les cours se hissent l&eacute;g&egrave;rement au-dessus de ceux de 2017 (+ 1 % apr&egrave;s + 4,5 % en 2017) avec des &eacute;volutions contrast&eacute;es entre le rebond des prix des fruits et l&eacute;gumes ou des vins et le repli cons&eacute;quent pour les porcins.</span></p>
<p><span>En 2018, la branche des <strong>industries agroalimentaires</strong> (hors tabac) p&acirc;tit de prix peu dynamiques et d&rsquo;une production globalement en l&eacute;ger repli. Le dynamisme de la production de boissons ne compense qu&rsquo;en partie le recul des fabrications de produits alimentaires. La premi&egrave;re b&eacute;n&eacute;ficie d&rsquo;exportations dynamiques et d&rsquo;une consommation nationale accrue par les pics de chaleur en France alors que les secondes souffrent de la morosit&eacute; de la demande int&eacute;rieure.</span></p>
<p><span>La bonne valorisation des boissons &agrave; l&rsquo;exportation contribue &agrave; la hausse de l&rsquo;exc&eacute;dent de produits transform&eacute;s mais sa progression est toutefois frein&eacute;e par l&rsquo;accroissement des importations de produits laitiers et de viandes. C&rsquo;est surtout le solde de la <strong>balance commerciale</strong> des produits agricoles bruts, qui, en redevenant positif, consolide l&rsquo;exc&eacute;dent de l&rsquo;ensemble des produits agroalimentaires. Outre la diminution des importations de l&eacute;gumes, de colza et de c&eacute;r&eacute;ales, les ventes de c&eacute;r&eacute;ales ont en effet repris. L&rsquo;exc&eacute;dent avec les pays tiers s&rsquo;accro&icirc;t tandis que le d&eacute;ficit avec l&rsquo;UE se r&eacute;duit.</span></p>",
